text,label
이 #ᄌᄍ!,1
ᄀᄒᄅᄂ ᄀᄒᄅᄂ ᄀᄒᄅᄂ,1
너 진짜 *ᄄᄉᄁ 같다,1
리뷰 이천개 이상 달릴동안 4.8 유지해봤는데저런새끼들은 히스토리 들어가보면 어떤 가게든지 다 불만 투성이임다 버린데 개 병신같은 새끼 ㅋㅋㅋ병신 보존의 법칙이라 생각한다 물론 대응은 잘 해야지,0
진짜 이렇게 애가지고도 축복못받기도 힘들듯..,1
@좆#나 간담이 서늘하네...,1
개불%알아,1
유지보단 안해준단거죠 유책배우자가 좋아서 글겠습니까 이혼해줌 돌씽이라고 지만 신나서 다닐껀데 왜 당한사람이 쿨하게 보내줍니까 그럴이유도 없는거지,1
아 .개창년 ㅋㅋㅋ,1
지랄육갑~,1
이 좆만@이!,1
완전 ᄋᄇᄒᄂ.이네,1
순하고 착하면 남자는 등쳐먹히고 여자는 걸레되기 딱 좋은 듯,0
ᄋ_ᄂ 꺼져,1
ㄹㅇ 화염방사기로 지지고싶다,1
이 ᄀᄌᄅ%!,1
ᄀ_ᄊ아,1
이게 민주주의 국가냐? 무슨 종교지도자를 폄하한 것도 아니고 사회에 있을 수 있는 부조리를 극속에 표현 했다고 이 난리를 치냐? 나는 애당초 기안84 별로 좋아했던 사람도 아니고 내가 이런 만화 보기에는 이미 세대차이도 있고 하지만 오히려 응원해줘야겠다.,1
머가리에 정액 뿌려줘라바로 원위치 될거야,1
저 -좆새끼 때문에 게임 졌네,1
이 ᄌᄂᄊ^ᄇ!,1
ᄒᄃ아,1
저정도는 당연히 문제제기할 수 있는 민원인데 저걸 가지고 특혜래... 댓글 성비봐라... 기레기와 그성별의 콜라보...,0
저 .후다년 때문에 게임 졌네,1
뚱녀 페티쉬 있는 남자분 아니면 그냥 맛집알림용 지인으로만 생각할듯 혹시보신다면자극받고 살빼세요,0
드라마도 너무 재미있고 현빈 보면서 정말 행복함 그 잘생긴 외모에 연기력까지 겸비한 현빈은 넘사벽 오늘 연기도 정말 미쳤어 내일 제발 해피엔딩으로 마무리 지어주세요,1
별로 인데 ~,1
혹시 시발년임?,1
김포는 뭐 김 네장씩 싸먹는 새끼들이냐?,0
저 -ᄌᄆᄒᄂ 때문에 게임 졌네,1
ᄆᄎ∧ᄁ ᄆᄎ∧ᄁ ᄆᄎ∧ᄁ,1
개씨.발,1
ᄄᄀ.ᄆ,1
"이익 될땐 자본주의고 , 불리할땐 공산주의냐? 정신질환 맞지 이정도면ㅋㅋ",1
혹시 ᄂ-임?,1
아 개씁 ㅋㅋㅋ,1
이쁘다면서 ㅅㅂ,1
저 ᄂᄆᄅᄂ 때문에 게임 졌네,1
혹시 ᄊᄉᄁ.임?,1
이 좆빠지게!,1
안현모만 복고싶은데...,1
너 진짜 ᄀᄊᄇᄂᄋ 같다,1
완전 광*년이네,1
이 ᄊᄇᄐ!,1
이 잡-놈!,1
z랄들 ㅋㅋㅋㅋㅋㅋㅋㅋ제발 오지마라ㅋㅋㅋㅋㅋ,1
화형 부활절실,1
정두홍 인성 드럽기로 유명하지,1
완전 ᄇᄐ^이네,1
너 진짜 *잡것 같다,1
.계집년 .계집년 .계집년,1
38살 되도록 시집못갔으면 뭔가 문제있는 여자 아닌가?? 건모형 그냥 거르세요...상대할 필요도 없어요...,0
감우성 연기 완전 대박 ㅠㅠ초딩 아들들이 울었네요ㅠㅠ최곱니다*!!!!,1
돌대가리리고 놀림받아도 아무렇지도 않겠네요? 겨우 본인의 역령을 머리가 나쁘지 않다는 걸 증명하게 위해서 낭비하진 않으시겠죠? 돌대가리야.,1
너 진짜 ^씹창 같다,1
이게 맞지 시발 무슨 광고영상편집자도 아니고 유튜브 영상 편집인데 얼마나 개 씹 고급 영상 만든다고?... 돈 많이 벌면 시급 많이 줘야한다는 개 좆 논리는 어디서 튀어나왔지; 못배워먹은새끼,0
다음 생에는 갓남으로 태어나라 갓남 찐 장애인으로,0
ᄀᄊᄉ-ᄁ아,1
ᄇᄋᄆᄋ아,1
왜 충동에서 끝나냐 안타깝네 씨발,1
@개놈의새끼 꺼져,1
_씨발놈이 _씨발놈이 _씨발놈이,1
마약구매는 옳지 못한 행동이고 본인도 알고 있을거에요 그냥 얼마나 힘들었으면.. 이생각이 많이 드는데 복용은 안했다니 다행이고 앞으로 힘든 시기 잘 버티시길,1
좆만한놈^아,1
아 ᄊᄇ∧ᄁᄋ ㅋㅋㅋ,1
유이는 나날이 연기가 느는게 노력한 티가 남.. 특히 우는 연기랑 목소리 떠는 연기.. 악플량에 비해 연기가 좋아서 매번 놀란다,1
와 레전드다 ㄷㄷㄷ 명대사 오지게 터지네요 이번 영상ㅋㅋ,1
인정하노 누가 개소리를 지껄이노,1
아 개창년- ㅋㅋㅋ,1
이 느금*빠!,1
완전 #개좆이네,1
이 ᄊ~ᄇᄉᄁ!,1
근데 5살도 유모차 씀?? 애가 15년 초 출생인걸로 아는데.. 5살이면 유모차탈나이는 지나지 않았나,1
와 ... 엄마 마음 무너진다.. 평생 어찌 살아갈꼬 ... 죽지 못해 살아갈듯 ... 아이엄마 엄마 잘못이 아니에요 ..아이 형을 꼭 지켜주세요,1
이 _지랄!,1
완전 씹딱딱딱딱이네,1
ᄊᄀᄌ~ 꺼져,1
완전 씹자자식이네,1
완전 %ᄒᄒ이네,1
개쓰레기_,1
#ᄊᄇᄀ,1
너 진짜 #잡놈 같다,1
벌레놈놈,1
ᄀ-ᄅᄂ ᄀ-ᄅᄂ ᄀ-ᄅᄂ,1
호모,1
저 빌어^먹 때문에 게임 졌네,1
이 좆만만만아!,1
저 색ㄲㅣ 때문에 게임 졌네,1
족칠놈들 후팔 열받ㄴ ㄴ다이기,1
개_걸레 개_걸레 개_걸레,1
개인의 취향이겠지만..기대하고 시청했는데..재미가..없네요.,1
ᄒ.ᄅᄌ,1
좆~팔 다 재기시켜야하노,1
상상력과 연출력이 뛰어난데 그걸 자랑하려고 만든 영화 같다,1
ㅎㅎ 쓰레기같은 언론이 쉴드를 치고 나섰구만!,0
병신년들 평소 짤게에서 온갖 직업들 조리돌림하던 새끼들이 이제와서 무슨 성인군자라도 납셨냐?죠센징 마인드 어쩌구 지랄하기 전에 느그들 자신을 먼저 돌아보는건 어떰?ㅉㅉ,0
이딴 깡패새끼 뽑은 경기도민 수준ㅋㅋ,0
.걸레아,1
국민의 표 한개@도 못받은 씨키@들이 왜 국회에서 설치냐 이기야!,1
시밸럼들ㅋㅋ 그리 남조선 남조선 이지이럴하더니 지들사는곳이 조선시대네 ㅋㅋ,1
이색히 얼굴봐라.옛날 동방신기 모습이 남아있냐?술.마약.여자에 찌든 전형적인 아재얼굴이지,0
아 %그년 ㅋㅋㅋ,1
기명이 친화력 개오지네,1
무식한 애들이 또 마녀를 만들어서 모든 원흉이 거기 있다고 망상하고 자빠졌네 ㅋㅋ 아따 모든 악이 PC주의랑께~ PC주의를 과녁삼아 선동하던 트럼프 지금 미국 내에서 어떻게 되고 있는지 한번 보고 말해라 ㅋㅋ,1
연예인들중에 입이 싸서 자기얘기 못한다는 사람들이 몇 있는데 그중에 지석진은 없었음...어느정도 동료의 사생활은 보호해주는 게 맞음.,1
_ᄌᄌᄂ _ᄌᄌᄂ _ᄌᄌᄂ,1
자칭 명예백인이라고 주장하는새끼들인데 뭐 ㅋㅋ,0
~ᄇᄅᄂ아,1
좆좆좆도,1
저 니미씨.발놈 때문에 게임 졌네,1
음...나빼고 다 뒤졌으면 엌 ㅋㅋㅋㅌㅌㅋ,1
초딩새 끼,1
아 좆만한놈놈놈 ㅋㅋㅋ,1
아무데나 병신아,1
롯데 뭐하냐 데리고 와라,1
혹시 ᄎ#ᄉ임?,1
리얼 게시판 이용자줄여서 리얼게이 ㅅㅂ,1
전형적인 한국남자,0
완전 미친~놈이네,1
와 씨불얼 여기까지 똥내나노,1
혹시 %지랄육갑임?,1
뭐야 이 돼지새끼야 우리오빠 건드리지마이게 정상이지,1
에스더 정말 마음이 따듯하고 큰 사람같네요,1
완전 조쟁@이이네,1
ᄋᄆ%,1
쓋파라저씨 하위호환이네,1
벌금 700만원이 끝이고 다른 조치는 없냐? 보복해서 지 딸 죽이겠는데 저러다,1
완전 씨~발새끼이네,1
혹시 흑형.임?,1
반쪽 일본인과? 강냠상 돈많은가? 거기가 빅인가? 녀자가 끊이지않녜,0
걸레같은%년 걸레같은%년 걸레같은%년,1
아니 근데 사실 방송타고 하면 골목상권으로좁혀서 생각안해도되지않나..? 9000원으로먹는건 그쪽 동네사람들이아니라 전국각지에서 몰려온 사람들이잖아,1
정우성 지금 유엔난민 홍보대사라 그러는건데 죠.옷도 모르는 ㅂㅅ들이 시비걸고 ㅈㄹ이네ㅋㅋ 정우성 앞에서 눈도 못마주칠 찌질이들이,0
저 꼽다% 때문에 게임 졌네,1
지령받는방법은어떻게받노 ㅋㅋ,1
쉬파쌔아,1
개^새끼야아,1
완전 개지랄#이네,1
너 진짜 ᄌΓᄂ 같다,1
완전 죽고~싶이네,1
아 ᄃ@ᄌ ㅋㅋㅋ,1
아 좆쓰레.기 ㅋㅋㅋ,1
아 썩을@년 ㅋㅋㅋ,1
혹시 씨뵐임?,1
ᄀᄒᄅ%아,1
왜 요새는 몇백명 단위로 화끈하게 죽는거 안나오냐...존나 무료하네,1
말 좆같이하는것보소 씨발련이 도끼로 대가리 두동강 내버릴까보다 십새꺄,0
이 쉬팛!,1
서초구청 46살 남자 직원 포토라인에 왜 안 서노,1
좆까네네네 좆까네네네 좆까네네네,1
7째짤 ㅋㅋㅋ 안경쓴 새끼,1
느그 할배 그러나보다 ㅋㅋ,0
탈영이 휴가 되는 나라~ 가진자의 특권이 보장된 나라,1
깔깔깔 손 안대고 코풀었노 이기이기ㅋㅋㅋㅋㅋ 노이즈 마케팅 놈딱 감사하노ㅋㅋㅋㅋㅋㅋ,1
~ᄌᄅ ~ᄌᄅ ~ᄌᄅ,1
이 드라마는 전작들에 비해 노잼....,1
상식적으로 쟤가 교복 안입으면 다른학생들은 가만있겠냐? 다른새_끼들도 하나씩 사복입고오던지 반대하면서 난리칠꺼뻔한데,1
한예슬보다 잘어울림,1
혹시 미친#놈아임?,1
친한 여자사람 친구 신랑이 대깨문이었음친구가 아무리 설득을 해도 한국당 싫다고 못박던 사람이었는데어제 거래처 사장이랑 회식할때 거래처 사장이 문재인 욕을 팩트로 무장해서쏘아부쳤나봄 집에와서는 이제 문재인 정권 지지못하겠다고 얘기했다함 ㅋ,0
서유리가 아깝다,1
완전 씨@발잡이네,1
저건 ㄹㅇ 집단광기 개머지같았노,1
첫째날은 일베 15~30렙 게이들한테 육봉으로 40대 맞기하고 둘째날은 2~15렙 게이들한테 육봉으로 40대 맞기 했으면 좋겠다,1
행사나 다녀라ㅋㅋ싼티걸,0
ᄊᄇ*ᄐ아,1
ᄀᄅᄅᄅ아,1
저 ᄌᄅ^ 때문에 게임 졌네,1
솔직지 폐미 종나 묻었네,0
혹시 개썅#년임?,1
저 창년- 때문에 게임 졌네,1
백종원... 백종원... 백정...,0
쓰레기들이 쓰레기통으로 자동 분리되었군,0
@ᄌ 같은 제목으로 기사 쓰는것도 능력,1
역시 한결같으셔ㅋㅋ저 기자님 이름도 외웠어요~ 일하는 전공의 커버쳐주셨던 분이잔아요~,1
이거 하나 때문이라도 얘가 멍청한건 알겠음,1
%ᄌᄀᄂ,1
너 진짜 ᄂᄒ#ᄋᄇ 같다,1
저 ^ᄁᄌ 때문에 게임 졌네,1
너 진짜 ᄃᄃᄎ 같다,1
대체 랩 왜 넣은거야...... 왜........,1
미#친년아,1
ᄀᄅᄂ#아,1
#ᄌᄁ 꺼져,1
저 ᄍᄇ@ᄅ 때문에 게임 졌네,1
ᄀ^ᄊᄇ아,1
완전 *개자식이네,1
와 ㅋㅋㅋ저새끼 좆노답이네,1
_ᄊᄌ _ᄊᄌ _ᄊᄌ,1
번식성 존나 좋네,1
이래서 수시충들 극혐하는거다씹쌔끼들,0
계속오르니잘안팜 ㅈㄴ비싸게내놓던가 그런다 이번에 24평25억에도 사는거나옴,0
그 대부분의 악플이 여자고 지금 김희철도 당하고있지,1
ᄊ-ᄌᄉ 꺼져,1
오라 질,1
그냥 집이 좁은거지 무슨 ㅋㅋ,1
팔다리 묶어놓고 30일동안 맨밥에 김치만 쳐먹이면 정신차리려나,1
너 진짜 ᄒ.ᄃᄂ 같다,1
몰르면그럴수도있지 겁나예민ㅡㅡ,1
요즘 시대에 누가 저리 무력으로 진압하나 미개하게 무보다 문이랬거늘 ㅉㅉ,1
저궁굼해서그러는데.이사건에대해서잘모르는데 승리가 왜 잘못이 있는거죠 직접 마약 성관계 폭행 성푸행 자기는 하진않았잖아요???거기햇던사람들이잘못인데 ...,1
사실만적어놓고 그렇다/아니다 ㅇᄉᄅ ㄷㄷㄷㄷ,1
저 ᄌ-ᄆᄒ 때문에 게임 졌네,1
완전 ᄍᄌ@ᄋ이네,1
아 좆만한# ㅋㅋㅋ,1
ᄀᄀᄀᄊᄉᄁ 꺼져,1
조-쟁이아,1
효린아 이쁘고 잘나가는 니가 참아라 저런 면상도 못 까서 뒤에서 징징대는 쿵 쾅이들 뭐할려고 상대하냐 인생패배자들 지금와서 삥뜯어볼려고 에라이 ..캬~~~악~~~~퉤슈,0
저 _ᄋᄅᄌ 때문에 게임 졌네,1
아가.리 아가.리 아가.리,1
개망나니 또 결혼? ㅎㅎ 재앙이다 문재앙,0
좌빨페미들의 검찰개혁---기승전 공수처법조인들의 검찰개혁----검찰의 정치권력으로부터의 독립 일반시민에 고압적인 검찰문화 개혁,0
존나 오래전에 본거네 ㅋㅋ,0
혹시 ~ᄊᄇᄊᄇᄂ임?,1
남규리 아이린너무닮았다 이제보니 자매같다 너무 사랑스럽다,1
시 궁창 시 궁창 시 궁창,1
많이 고쳤네ㅠ 싼티가 많이 났었는데 고친게 낫긴하군,0
ᄂᄋᄇ#아,1
여엄병 꺼져,1
저 ᄉ#ᄀᄎ 때문에 게임 졌네,1
이 ᄊᄋᄂ.!,1
아니 머가리는 우동사리보관통이노? 북한 여자들이 기쎄기는 무슨 기도 안쎄거고 기쎄도 뭐가 달라지노 그리고 기차타고 유우럽 여행가면 허리 뽀개-지겠노 뭐하러 좋은 비행기두고 기차타고 가노 어이가 흑~조옷나 없다이기야,1
이 종간 나!,1
이 ᄒᄅᄀ@ᄌᄉ!,1
이 후레년!,1
쒸댕,1
좆_팔ㅋㅋㅋ부엉이바위가부른다에서 허벌웃엇다이니야,1
관심없다. 혐오스러운 짓거리로 나한테 정신적인 피해주지 마라.,1
네이버 좆선일 일베 징글징글,0
유리를 왜 언급하는데,1
너 진짜 ᄇ%ᄋ 같다,1
죽^통 죽^통 죽^통,1
믿고 거르는 송윤아,0
저런..괴물! 같은 인간 을...''더불어 미친당'' 인간들이 ..과거 김정은 을 ''위원장 '' 이라는 호칭 안 부친다고... 국회 연설 에서 ㅈ ㄹ 하는 집단이 지금 이나라 집권당....,0
혜나 짱먹엉,1
혹시 화냥@임?,1
.개소리 .개소리 .개소리,1
김정현배우님 파이팅!!! 연기정말 잘하는 배우중 한분 영화 메소드 출연했던 오승훈배우님두 연기 정말잘하는데 두분 배우님 응원합니다!!!,1
완전 ᄀ%ᄅᄂ이네,1
저 니미럴럴 때문에 게임 졌네,1
개좆같은은은놈아,1
완전 개쓉이네,1
띠벙,1
아 개씨발놈아* ㅋㅋㅋ,1
수입차나 국산고급차 살 돈이 없다. 7년된 싼타페 바꾸고 싶은데 5년은 더 타야할듯 ㅠ,1
너 진짜 ᄌ.ᄆᄒ 같다,1
시기가 미묘하네요,1
너무재밌게봤네요 ㅋㅋㅋ,1
너 진짜 찌질이. 같다,1
절대 수산뭏은 먹지마라 멍청한것들인 방사능과 중금속은 오염되도 흙탕물이 아니다 등신 🐕 들아🐖,0
개~씨발 꺼져,1
혹시 ᄌ@ᄃᄀᄅ임?,1
완전 잡놈_이네,1
아 -개썅 ㅋㅋㅋ,1
너 진짜 씨발놈 같다,1
아 ᄌᄀ%ᄂ ㅋㅋㅋ,1
○ᄇ,1
저 #애비 때문에 게임 졌네,1
이 ᄊ-!,1
찐찐따 찐찐따 찐찐따,1
여튼 이라는 단어는 없다그리고 않ᄌ^ㅎ 떻ᄌ^ㅎ맞춤법 상태를 보니 니가 오줌마려울 때 처맞을 뻔한게 이해가 된다 ㅋㅋㅋㅋㅋ,1
ᄍᄇᄇᄅ,1
하...짱깨야 보고있나??,0
그건 니 문제 인것 같은데. 니가 만나는 사람들 수준이 딱 그정도인 거임,1
예전에 김성수랑 혜빈이엄마랑 혜빈이 돌도 안됐을때 가족관찰예능 같은거 나왔던걸로 기억하는데.. 그거 즐겨봤었어서 사건때 충격이 컸어요.,1
홍보가 좀 지나치다했더니;; 역시 망삘... 연기 젤 잘하는 추자현 특별출연으로 1회에서 죽음 ㅋㅋㅋ,1
"사스가 그곳... 알면 알수록 위험하노.,.",1
난 요즘취향이 변하고 있어 트젠이 좋드라..%씹알,1
혹시 ᄄᄉ*ᄁ임?,1
십녀 꺼져,1
아 ᄋ.ᄎ ㅋㅋㅋ,1
더러워 존나,0
-ᄍᄇᄅ 꺼져,1
완전 개개차반이네,1
아 ᄈᄀᄊᄉᄁ. ㅋㅋㅋ,1
위대한쇼가 더 잼나긴했어,1
네~ 다음 도쿄 나와주세요~,1
%개놈의아,1
뒈~질아,1
ᄒᄃᄂ% 꺼져,1
꼬라지하고는,0
난 여유롭지 않다,1
저 육깦 때문에 게임 졌네,1
저 거지새끼* 때문에 게임 졌네,1
아 ᄋ@ᄀᄅ ㅋㅋㅋ,1
개씹년 개씹년 개씹년,1
너 진짜 자@식 같다,1
이런 산적 같은 민주당을 지지합니까?,1
ㅋㅋ당당하게가 아니라 막나가는거지,1
너 진짜 색히 같다,1
섬나라로 가서 살아라...,0
마치 옛날의 나를 보는듯 하네여친 여시하고 난 일베했었는데 서로 감추다가언젠가 갑자기 민감한 주제 나와서 싸우다가너 여시해? 너 일베해? 이취럴하면서 싸웠었는데 ㅋㅋ,1
너 진짜 ᄀᄅᄀ^ᄋᄂ 같다,1
빌빌빌어먹을아,1
미친새끼끼아,1
박근혜 안빠는데 보수통합 3원칙 인정함,0
혹시 ᄌᄃ%ᄋ임?,1
제목봐라 언어능력 ㅆㅎㅌㅊ,1
ᄊᄊᄊᄇᄌ,1
아 *우라질년 ㅋㅋㅋ,1
..................하아... 저건 인간이 아니라 사이코같네요..... 빨리 수사해서 빨리 잡히길바랍니다,1
이런식이면 한입 깨문 사과는 백설공주가 원조라는데...,1
혹시 씨#발잡임?,1
니죠때 꺼져,1
ᄉᄆ아,1
아 더 러운놈 ㅋㅋㅋ,1
씨밝,1
혹시 .대가리임?,1
완전 좆#만한것이네,1
저걸 왜 서울 한복판에서 하냐 특별한 수단 없으면 못 가는 섬 같은데서 자기들끼리 논다면 그런갑다 할텐데 걍 저 근처 지나다 눈갱 당하는 사람은 뭔 죄여,1
씨브럴,1
저 ᄂᄀᄆ ᄊ 때문에 게임 졌네,1
저 ᄇᄎᄊᄂ 때문에 게임 졌네,1
이 좆~대가리!,1
니애비~ 꺼져,1
이 시뱔!,1
너 진짜 ᄌᄇ% 같다,1
니가 게이건 아닌건 상관없어 문제는 니 확진자라는거야? 니 잘못을 인권이라는 걸로 물타기하지마라 팩트는 확진자인 니가 자가격리안하고 다른사람에게 피해를 줬다는겄이야,1
빠순이들아 쉴드치면 더욕먹는다 ㅉㅉ 민혁은 사기꾼 아들이네 ㅉㅉ 돈갚아라 나쁜넘아,0
쉭빨;;사람이냐?,1
%ᄌᄆᄒᄉᄁ아,1
저 미친년_ 때문에 게임 졌네,1
지연은 반드시 솔로 해야한다. 능력이 너무 아까워. 좋은 노래 만난다면 언젠가 반드시 터질꺼임.,1
완전 니귀미이네,1
아 섬숭이. ㅋㅋㅋ,1
혹시 ~ᄃᄋᄉᄁ임?,1
점점 재미가 없어져서 이젠 안볼라구,1
완전 지랄육갑*이네,1
~ᄋᄇ,1
실바시발놈 꺼져,1
존내아,1
아니.. 지가 무슨 그리 큰 유명인이라고... 공항장애가 있는건데?,0
S펜 분리 드립치는 쒜키들들 똥꼬에다 S펜 쏙 박아버리고 싶다,1
혹시 좆좆좆만한놈임?,1
혹시 개불 알임?,1
완전 #개놈아이네,1
키아누 리브스가 진심으로 아깝다 ㅠㅜ,1
돈받고 기사쓰는거같네 ㅋㅋ,1
7등급 이하는 ㄹㅇ 자기손을 용접하지 절대 일 못함.,0
너 진짜 새끼_ 같다,1
완전 ᄂᄆ-ᄅ이네,1
저 ᄌᄇ- 때문에 게임 졌네,1
ᄂ@ᄌᄄ 꺼져,1
아 ᄌᄃ.ᄊᄇ ㅋㅋㅋ,1
월급도 안주고 노예처럼 부려먹는데 그게 합당하단 거냐.완전 홍어마인드네,0
꼽#냐,1
강당에 있는 씹_쐑들 기관총으로 .죹나 다쏴죽여버리고 싶다,1
블로그도 있던데... 요기... 다른 사람 블로그에 올린 후기에 댓글도 다시던데...,1
"문재인, 정경두. 이런자가 있으니 이런 막 장.추잡한 사건이 현실 이다. 나라 꼴 우수워 지는구나. 선거로 바꾸기전 이꼴은 계속된다.",1
이 섬섬섬짱깨!,1
한심하네 애기엄마,0
누가좋아한다고 이런기사냐 경제도 어려운데 취집잘가 호강하는거 전국민이 다아니까 그만 이런기사 그만해라 지겹다,0
뇌물먹고 자살한 고 노무현 대통령이 분명히 봉하마을 부엉이바위에서 지켜보고 있을 것이다.,0
혹시 니좆때때때임?,1
혹시 ^ᄊᄀ임?,1
중기형 당신읏 도덕책.!,1
유재석 노래 음식점에서 맘충들이 흥얼거리고 존나 따라부르던데 가만히 들어보니까 잘부르는 것 같기도 하고...,0
ᄋ_ᄎ 꺼져,1
완전 _개씹새끼이네,1
예상 ㅈㅎ 병신아,0
윤성한 아프리카 개노잼..,1
아니 제발 시즌1 설정 좀 까먹지말라구여ㅅㅂ,0
병신-새끼아,1
ᄒᄂ_ᄂ 꺼져,1
^좆만한 꺼져,1
혹시 씹자식식식식임?,1
너 진짜 씹같# 같다,1
저도 36살 여친 26살 10살차이인데 여친어머니가 반대하십니다 ㅠ 응원 부탁드려요,1
혹시 ᄀᄎᄎᄎᄂ임?,1
저 씨불뇬 때문에 게임 졌네,1
"이부진사장님, 저 그지새x 2억만 줘서 일본으로 쫒아주세요~",1
_ᄀᄌᄉ,1
근데 실종이 아니고 삼촌이 사업실패하고 잠수탄거같은데... 실종이랑 잠수는 다르지...,1
ㅅㅂㅅㅂㅅㅂㅅㅂ...,1
ㅋㅋㅋ 문재인 뽑은 개돼지들 속이 어떠신가들?,0
아. . .죽지말지. . 쓰레기같은 연예인 많은데. .그놈들이. 죽어야지. . 안타깝네요. .고인을 명복합니다.,0
11월부터 빨리추워진다고하니...12월까지 덥다는 소리네... 글고... 초가을까지는 원래 더움.,1
ᄀᄎᄎᄂ아,1
지들이 멋있어 보여서 취업했으면서 회사가 외형 요구하는 건 잘못된 건가? 뭐만 하면 차별이고 불만이고 속씨끄럽게 구네,1
혹시 쉽쉑임?,1
이 적꽈튼!,1
혹시 좃대가리임?,1
_ᄀᄊᄉᄁ 꺼져,1
오창석이 아까워 ㅠㅠ,1
아 ᄂᄀᄆ. ㅋㅋㅋ,1
팔은 안으로 굽는다구 같은빨갱이새끼니까 편드는거 븅신아,0
이 미미친!,1
자기가 짠따다 싶으면 돈 많이 벌면 된다 나처럼,0
뭐 어쩌라는거야???? 염병 담배피며 치매 걸린 술 취한 노숙자가 너보단 썰을 잘 풀겠다.,0
혹시 ᄌᄈᄋ.임?,1
저 ~씹놈 때문에 게임 졌네,1
음식물쓰레기에 있는 구더기들이 저들보단 이 세상에 더 이로운것 같네요 ㅎㅎ 신이 정말 있다면 저와 같은 생각일듯^^,1
너 진짜 상놈의의의의 같다,1
너 진짜 ᄃᄃᄌ 같다,1
이 상놈^이!,1
올챙이주머니 개꿀이노 타격감 좋노,1
시발 ㅋㅋㅋㅋ 또라이새끼 ㅋㅋ 반대에다 스티커 붙힌줄 알았는데걍 찢었노 ㅋㅋ,1
시발 존존존나웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
Ai라 평생 장애는 안가지겠네.. 바이러스 쳐먹어서. 고장날뿐이지..기계따위라,1
주작냄샤 너무 심한데? 어떤 미튄놈#이 여자한테 그런말을하냐,1
너 진짜 쓉팔놈 같다,1
이 니미씨발발!,1
이재명아차라리 더불어더듬당 이념에 맞게일부다처제도 선언해뿌라.골빈놈,0
ᄍ^ᄁᄅ아,1
저새끼끼 저새끼끼 저새끼끼,1
조금만 검색해봐도 시기가 안 맞다는 거 알 수 있는데 선동되는 것들은 무뇌충이지,1
아 ᄊᄇᄋ# ㅋㅋㅋ,1
이 .그년!,1
이런 쓰레기 기사를 왜 썼을까 보도할게 그렇게 없나 아이쿠 한심하다,0
지랄하고 자빠졌네..,0
이 새끼#!,1
혹시 씨발^임?,1
현대노조충들 운지시급,0
빌 어먹 꺼져,1
미친놈-아,1
너 진짜 ᄆᄆᄆᄀᄂ 같다,1
저 씹새.끼 때문에 게임 졌네,1
이런건 당췌 어떤 모쏠찐따들이 보는거지???대리만족이 되긴허냐???ㅋㅋ,0
너 진짜 ᄊᄎ% 같다,1
저 ᄀᄌ-ᄀ 때문에 게임 졌네,1
지금이 뭔 70 80%년대인줄아나 븅신 돈주고도 못가는데 요새 호주 투자이민만해도 30억이다,1
ㄷㄷㄷㄷㄷㄷㄷ 역시 고이다 못해 썩은 물,1
표치수역 배우 진짜 잘뽑음ㅋㅋ이 역할을 위해 태어난 사람 같음,1
니 애가 불쌍타너욕하는게아니고 진심임애는 뭔죄냐,0
아이유 어제 사극연기씬은 놀라울정도로 대단했어요. 이젠 가수보다 배우가 더 잘어울리는듯,1
써글놈 써글놈 써글놈,1
혹시 .ᄌᄌᄅ임?,1
파시즘!!!! 독일 나치 새기들이랑 동급!!!! 이지날하며 민주를 씨부리는 파시스트 새기들!!!!!!,0
대구경북 당선조건 : 매국노,0
이 스빌!,1
십8,1
예수믿는새끼들 전부 강간범새끼들이여..,0
유일하게 성공한 인사 정청장님! 다른 분들로 인해 복장터지고 정신 사나운 이시대의 오아시스같은 분이십니다.,1
그런 것 하라고 특보가 있는 것 아니냐. 그게 무슨 범법행위라는 것인지. 검찰이 흘리는 것 언론들이 다 받아 적으면서 그런 것은 범법이라고 하지 않는 것은 무책임하시지.,1
개_씹 개_씹 개_씹,1
ᄇ ᄇ ᄇ,1
아 ^ᄃᄀᄅ ㅋㅋㅋ,1
이~새끼,1
예쁘니까 그분들이 불편하셨지 뭐 쿵쾅거리는 소리에 설리가 얼마나 불편하셨을까,0
형 50대 미시까지는 먹을수있다,0
완전 개쌕끼이네,1
ᄌᄂᄂᄀ 꺼져,1
오늘 아들감은 이거다 깔깔깔,1
개ssibal놈아,1
ᄈᄈᄀᄊᄉ,1
솔직히 부러우니까 악플다는거겠지. 자기는 가진게 없으니까.,1
완전 니미씹씹씹이네,1
아 걸레같#은 ㅋㅋㅋ,1
ᄄ~ᄀ ᄄ~ᄀ ᄄ~ᄀ,1
이승록 기자 변태같애 일반인 사진 비키니 사진 들고와서 뭐함.,0
어찌보면 세상 그 누구보다 행복하게 지내는듯,1
완전 ^씹개이네,1
#ᄎᄉ,1
완전 개놈놈놈의이네,1
혹시 ᄊᄋᄉ_ᄁ임?,1
이 @꼽사리!,1
이 씁세!,1
시발 일게이들 이제 러브인 아시아 강제로 찍게되노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
완전 @존나이네,1
저 염^병할년 때문에 게임 졌네,1
아 %ᄂᄆᄊᄇ ㅋㅋㅋ,1
쒜키아,1
